STATION_CODE,STATION_NAME,OBSERVED_VALUE,YEAR_MEASURED,ORDER,ENCODER,DATE_LAST_UPDATED
,21866 / BE-1043,978192,,2,,
,21867 / BE-1043A,978186,,2,,
,21868 / BE-1042A,978194,,2,,
,21869 / BE-1041,978200,,2,,
,21870 / BE-1040A,978193,,2,,
,21871 / PRS '92 TRINIDAD-7,978195,,2,,
,21872 / BE-1049,978209,,2,,
,21873 / BE-1049A,978200,,2,Gravity Section,08/16/2017 0:00
,21874 / BE-49,978211,,2,Gravity Section,08/16/2017 0:00
,21875 / BE-50,978225,,2,,
,21876 / BE-1026A,978232,,2,,
,21877 / BE-1027,978235,,2,,
,21878 / BE-1028,978223,,2,,
,21879 / BE-1028A,978229,,2,,
,21880 / BE-1029,978236,,2,,
,21881 / BE-1029A,978246,,2,,
,21882 / BE-51,978244,,2,,
,21883 / BE-51A Trinidad-11,978249,,2,,
,21884 / BE-1030A,978228,,2,,
,21885 / BE-1031,978221,,2,,
,21886 / BE-1031A,978213,,2,,
,21887 / BE-1033A,978192,,2,,
,21888 / BE-1032,978215,,2,,
,21889 / BE-1032A,978209,,2,,
,21890 / BE-1033,978204,,2,,
,21891 / BE-1035,978201,,2,,
,21892 / BE-1035A,978213,,2,,
,21893 / BE-1036,978223,,2,,
,21894 / BE-1036A,978224,,2,,
,21895 / BE-1037,978224,,2,,
,21896 / BE-1037A,978224,,2,,
,21897 / BE-1040,978226,,2,,
,21898 / BE-1038,978223,,2,,
,21899 / BE-1039,978224,,2,,
,21900 / BE-1055,978213,,2,,
,21901 / BE-1055A,978213,,2,,
,21902 / BGT-3174,978215,,2,Gravity Section,08/16/2017 0:00
,21903 / BE-1054A,978215,,2,,
,21904 / BE-1072A=BBM297,978193,,2,,
,21905 / BE-1070A,978204,,2,,
,21906 / BE-1070,978199,,2,,
,21907 / BE-1069,978227,,2,,
,21908 / BE-1001A,978227,,2,,
,21909 / BE-1001,978236,,2,,
,21910 / BE-1000=BBM375,978246,,2,,
,21911 / BE-1075A,978204,,2,,
,21912 / BE-1051A=BBM06,978190,,2,,
,21913 / BE-1051=BBM07,978188,,2,,
,21914 / BE-46,978199,,2,Gravity Section,08/16/2017 0:00
,21915 / BBM-120,978196,,2,Gravity Section,08/16/2017 0:00
,21916 / BBM-121,978195,,2,Gravity Section,08/16/2017 0:00
,21917 / BE-1079A,978199,,2,Gravity Section,08/16/2017 0:00
,21918 / BE-1079,978204,,2,Gravity Section,08/16/2017 0:00
,21919 / BBM-224,978214,,2,Gravity Section,08/16/2017 0:00
,21920 / BE-1046,978210,,2,,
,21921 / BE-1046A,978199,,2,,
,21922 / BE-1053,978217,,2,,
,21923 / BE-1053A,978216,,2,,
,21924 / BE-1073A,978212,,2,,
,21925 / BE-1073,978200,,2,Gravity Section,08/16/2017 0:00
,21926 / BE-1058,978204,,2,,
,21927 / BE-1074A,978201,,2,,
,21928 / BE-1058A,978194,,2,,
,21929 / BE-143=BLLM-2,978197,,2,,
,21930 / BE-1052,978196,,2,,
,21931 / ILN-3040,978617,,2,,
,21932 / LNGS-2228,978620,,2,,
,21933 / ILN-3217,978629,,2,,
,21934 / ILN-3498,978638,,2,,
,21935 / LNGS-2231,978638,,2,,
,21936 / ILN-3034,978634,,2,,
,21937 / ILN-3035,978633,,2,,
,21938 / LNGS-2234,978634,,2,,
,21939 / ILN-3846,978625,,2,,
,21940 / LNGS-2236,978625,,2,,
,21941 / ILN-3818,978623,,2,,
,21942 / ILN-3819,978618,,2,,
,21943 / ILN-3731,978641,,2,,
,21944 / ILN-3729,978637,,2,,
,21945 / ILN-3727,978638,,2,,
,21946 / ILN-3489,978636,,2,,
,21947 / ILN-3033,978640,,2,,
,21948 / ILN-3839,978641,,2,,
,21949 / ILN-3837,978633,,2,,
,21950 / ILN-3823,978635,,2,,
,21951 / ILN-3829,978638,,2,,
,21952 / LNGS-2248,978640,,2,,
,21953 / LNGS-2249,978641,,2,,
,21954 / LNGS-2250,978631,,2,,
,21955 / LNGS-2251,978628,,2,,
,21956 / LNGS-2252,978626,,2,,
,21957 / ILN-3751,978626,,2,,
,21958 / ILN-3752,978628,,2,,
,21959 / ILN-3036,978632,,2,,
,21962 / ILN-3038,978626,,2,,
,21963 / ILN-3037,978627,,2,,
,21964 / ILN-3220,978625,,2,,
,21965 / LNGS-2268,978624,,2,,
,21966 / LN-299,978620,,2,,
,21967 / LNGS-2264,978614,,2,,
,21968 / LNGS-2272,978620,,2,,
,21969 / LNGS-2265,978628,,2,,
,21970 / ILN-3832,978630,,2,,
,21971 / ILN-3831,978635,,2,,
,21972 / ILN-3223,978623,,2,,
,21973 / ILN-3031,978618,,2,,
,21974 / LNGS-2259,978610,,2,,
,21975 / ILN-3758,978614,,2,,
,21976 / LNGS-2275,978607,,2,,
,21977 / ILN-3762,978618,,2,,
,21978 / LNGS-2274,978608,,2,,
,21979 / LNGS-2262,978604,,2,,
,21980 / LNGS-2276,978623,,2,,
,21981 / LNGS-2277,978615,,2,,
,21982 / LNGS-2278,978606,,2,,
,21983 / LNGS-2279,978595,,2,,
,21984 / LNGS-2280,978592,,2,,
,21985 / LNGS-2281,978591,,2,,
,21986 / ILN-3232,978595,,2,,
,21987 / LNGS-2286,978591,,2,,
,21988 / ILN-4070,978598,,2,,
,21989 / ILN-3906,978593,,2,,
,21990 / LNGS-2282,978606,,2,,
,21991 / ILN-3226,978604,,2,,
,21992 / LN GS-2288,978603,,2,,
,21993 / LN GS-2289,978611,,2,,
,21994 / ILN-3933,978606,,2,,
,21995 / BBM-34a,978604,,2,,
,21996 / LN GS-2292,978600,,2,,
,21997 / BBM-24a,978596,,2,,
,21998 / ILN-3058,978579,,2,,
,21999 / LNGS-2297,978582,,2,,
,22000 / ILN-3897,978585,,2,,
,22001 / ILN-3906,978596,,2,,
,22002 / ILN-3898,978592,,2,,
,22003 / LNGS-2294,978594,,2,,
,22004 / ILN-3892,978586,,2,,
,22005 / BMLN-295,978583,,2,,
,22006 / ILN-3888,978576,,2,,
,22007 / ILN-3846,978573,,2,,
,22008 / LNGS-2307,978576,,2,,
,22009 / LNGS-2308,978582,,2,,
,22010 / LNGS-2309,978587,,2,,
,22011 / LNGS-2310,978591,,2,,
,22012 / LNGS-2311,978591,,2,,
,22013 / LNGS-2312,978589,,2,,
,22014 / LNGS-2326,978591,,2,,
,22015 / ILN-3056,978597,,2,,
,22016 / BLLM-8,978598,,2,,
,22017 / ILN-3885,978584,,2,,
,22018 / ILN-3886,978585,,2,,
,22019 / ILN-3890,978585,,2,,
,22020 / LNGS-2302,978587,,2,,
,22021 / ILN-3069,978587,,2,,
,22022 / ILN-3867,978576,,2,,
,22023 / ILN-3868,978575,,2,,
,22024 / ILN-405,978576,,2,,
,22025 / LNGS-2317,978574,,2,,
,22026 / ILN-3871,978580,,2,,
,22027 / ILN-3852,978582,,2,,
,22028 / LNGS-2320,978583,,2,,
,22029 / ILN-3872,978587,,2,,
,22030 / LNGS-2323,978599,,2,,
,22031 / ILN-3921,978599,,2,,
,22032 / ILN-3928,978601,,2,,
,22036 / LS-GS 2024,978539,,2,,
,22037 / LSGS-2025,978539,,2,,
,22038 / LSGS-2026,978542,,2,,
,22039 / LSGS-2027,978531,,2,,
,22040 / LSGS-2029,978533,,2,,
,22041 / LSGS-2030,978537,,2,,
,22042 / LSGS-2032,978543,,2,,
,22043 / LSGS-2031,978540,,2,,
,22044 / LSGS-2028,978531,,2,,
,22045 / LSGS-2033,978526,,2,,
,22046 / LSGS-2034,978525,,2,,
,22047 / LSGS-2035,978524,,2,,
,22048 / ILS-3092,978532,,2,,
,22049 / LS GS-2041,978524,,2,,
,22050 / LS GS-2042,978522,,2,,
,22051 / LS GS-2043,978518,,2,,
,22052 / LS GS-2044,978515,,2,,
,22053 / LS GS-2045,978514,,2,,
,22054 / LS GS-2046,978514,,2,,
,22055 / ILS-3093,978538,,2,,
,22056 / LS GS-2040,978536,,2,,
,22057 / LS GS-2039,978533,,2,,
,22058 / LS GS-2038,978535,,2,,
,22059 / LS GS-2037,978528,,2,,
,22060 / LS GS-2036,978525,,2,,
,22061 / LS GS-2054,978524,,2,,
,22062 / LS GS-2053,978523,,2,,
,22063 / ILS-3088,978520,,2,,
,22064 / LS GS-2060,978519,,2,,
,22065 / LS GS-2052,978513,,2,,
,22066 / ILS-3050,978510,,2,,
,22067 / LS GS-2048,978506,,2,,
,22068 / ILS-3714,978507,,2,,
,22069 / ILS-3713,978509,,2,,
,22070 / ILS-3710,978511,,2,,
,22071 / ILS-3725,978518,,2,,
,22072 / ILS-3715,978514,,2,,
,22073 / ILS-3719,978518,,2,,
,22074 / LS GS-2063,978516,,2,,
,22075 / ILS-3014,978520,,2,,
,22076 / LS GS-2061,978521,,2,,
,22077 / LS GS-2058,978526,,2,,
,22078 / LS GS-2055,978527,,2,,
,22079 / LS GS-2056,978527,,2,,
,22080 / LS GS-2057,978531,,2,,
,22081 / LS GS-2071,978536,,2,,
,22082 / LS GS-2072,978536,,2,,
,22083 / LS GS-2073,978537,,2,,
,22084 / LS GS-2070,978533,,2,,
,22085 / LS GS-2074,978527,,2,,
,22086 / LS GS-2069,978527,,2,,
,22087 / ILS-3090,978536,,2,,
,22088 / LU-75,978487,,2,,
,22089 / LU-77,978487,,2,,
,22090 / LU-80,978487,,2,,
,22091 / LU-87,978488,,2,,
,22092 / LUN-3186,978486,,2,,
,22093 / LUN-3185,978486,,2,,
,22094 / LUN-3181,978484,,2,,
,22095 / LUN-3182,978485,,2,,
,22096 / LUN-3183,978484,,2,,
,22097 / LUN-3184,978483,,2,,
,22098 / LUN-12,978486,,2,,
,22099 / LUN-7,978482,,2,,
,22100 / ILS-3049,978527,,2,,
,22101 / LS-130,978527,,2,,
,22102 / LS-131,978529,,2,,
,22103 / LS-136,978528,,2,,
,22104 / ILS-3046,978526,,2,,
,22105 / ILS-3044,978526,,2,,
,22106 / BGT3108,978033,,2,,
,22107 / BGT3197(ATOK27),978027,,2,,
,22108 / BE-100,978016,,2,Gravity Section,08/16/2017 0:00
,22109 / BE-98(BGT47),978001,,2,Gravity Section,08/16/2017 0:00
,22110 / BGT-3107,978007,,2,Gravity Section,08/16/2017 0:00
,22111 / LUN-25,978476,,2,,
,22112 / LUN-24,978475,,2,,
,22113 / LUN-23,978437,,2,,
,22114 / LUN-26,978458,,2,,
,22115 / ILS-3039,978528,,2,,
,22116 / ILS-3038,978526,,2,,
,22117 / LS-128,978527,,2,,
,22118 / ILS-3042,978527,,2,,
,22119 / BE-262,978234,,2,,
,22120 / BE-261,978234,,2,,
,22121 / BE-251,978280,,2,,
,22122 / BGT-63,978220,,2,,
,22123 / BE-256,978232,,2,,
,22124 / BE-257,978235,,2,,
,22125 / BE-247,978222,,2,,
,22126 / BE-245,978196,,2,,
,22127 / BE-305,977976,,2,,
,22128 / BE-307,977925,,2,,
,22129 / BGT-11,978032,,2,Gravity Section,08/16/2017 0:00
,22130 / BE-102,978032,,2,Gravity Section,08/16/2017 0:00
,22131 / BGT-3137,978034,,2,Gravity Section,08/16/2017 0:00
,22132 / BGT-3106,978046,,2,Gravity Section,08/16/2017 0:00
,22133 / BE-93,978061,,2,Gravity Section,08/16/2017 0:00
,22134 / BGT-3,978047,,2,Gravity Section,08/16/2017 0:00
,22135 / BE-92,978059,,2,Gravity Section,08/16/2017 0:00
,22136 / BE-91,978066,,2,Gravity Section,08/16/2017 0:00
,22137 / BE-90,978094,,2,Gravity Section,08/16/2017 0:00
,22138 / BE-268,978161,,2,,
,22139 / BT-4,978866,,2,,
,22140 / BTS-3016,978848,,2,,
,22141 / BTS-3019,978845,,2,,
,22142 / BTS-3018,978845,,2,,
,22143 / BT-13,978830,,2,,
,22144 / BTS-3023,978824,,2,,
,22145 / BTS-3025,978815,,2,,
,22146 / BT-18,978816,,2,,
,22147 / BTS-3027/BLLM 1,978817,,2,,
,22148 / BTS-3021,978789,,2,,
,22149 / BTS-3029,978829,,2,,
,22150 / BTS-3035,978829,,2,,
,22151 / BTS-3034,978840,,2,,
,22152 / BTS-3014,978792,,2,,
,22153 / BTS-3030,978843,,2,,
,22154 / BTS-3031,978838,,2,,
,22155 / BTS-3011,978838,,2,,
,22156 / BTS-3040,978830,,2,,
,22157 / BTS-3007,978833,,2,,
,22158 / BTS-3005,978860,,2,,
,22159 / BTS-3065,978815,,2,,
,22160 / BTS-30,978867,,2,,
,22161 / BTS-3000,978841,,2,,
,22162 / BTS-3001,978844,,2,,
,22163 / BTS-3009,978839,,2,,
,22164 / BTS-3037,978826,,2,,
,22165 / BTS-3003,978866,,2,,
,22166 / RML-3456,978569,,2,,
,22167 / CGY-3208,978494,,2,,
,22168 / CGY-3758,978494,,2,,
,22169 / CGY-3819,978478,,2,,
,22170 / CGY-3752,978502,,2,,
,22171 / CGY-3753,978502,,2,,
,22172 / CGY-3751,978502,,2,,
,22173 / CGY-3749,978486,,2,,
,22174 / CGY-3748,978485,,2,,
,22175 / CGY-3747,978480,,2,,
,22176 / CG-106,978505,,2,,
,22177 / CG-105,978505,,2,,
,22178 / CGY-56,978506,,2,,
,22179 / CG-423,978492,,2,,
,22180 / CG-425,978488,,2,,
,22181 / CGY-4510(AIC11),978504,,2,,
,22182 / CGY-64,978520,,2,,
,22183 / CGY-4854,978521,,2,,
,22184 / CGY-4851,978519,,2,,
,22185 / CG-125,978518,,2,,
,22186 / CGY-22,978517,,2,,
,22187 / CGY-62,978529,,2,,
,22188 / CGY-3732,978531,,2,,
,22189 / CGY-3731,978522,,2,,
,22190 / CGY-3201,978521,,2,,
,22191 / PLW-109,978225,,2,,
,22192 / PLW-5647,978263,,2,,
,22193 / PLW-4076,978262,,2,,
,22194 / PLW-3030,978251,,2,,
,22195 / PLW-4027,978259,,2,,
,22196 / PLW-4017,978264,,2,,
,22197 / PLW-107,978252,,2,,
,22198 / PLW-4020,978248,,2,,
,22199 / PLW-108,978241,,2,,
,22200 / PLW-3024,978238,,2,,
,22201 / PLW-3027,978233,,2,,
,22202 / PLW-4320,978230,,2,,
,22203 / PLW-3029,978250,,2,,
,22204 / PLW-3028,978249,,2,,
,22205 / PLW-4007,978233,,2,,
,22206 / PLW-3066,978233,,2,,
,22207 / PLW-6105,978234,,2,,
,22208 / PLW-6103,978238,,2,,
,22209 / PLW-30,978243,,2,,
,22210 / PLW-3026,978244,,2,,
,22211 / PL-2,978224,,2,,
,22212 / PLW-4501,978225,,2,,
,22213 / PLW-48,978228,,2,,
,22214 / PLW-50,978225,,2,,
,22215 / PLW-3034,978231,,2,,
,22216 / PLW-3037,978230,,2,,
,22217 / SQJ-3635,978253,,2,,
,22218 / SQJ-3634,978247,,2,,
,22219 / SQJ-3637,978243,,2,,
,22220 / SQJ-14,978239,,2,,
,22221 / SQJ-3642,978211,,2,,
,22222 / SQJ-3505,978181,,2,,
,22223 / SQJ-3653,978196,,2,,
,22224 / SQJ-10,978232,,2,,
,22225 / SQJ-3704,978242,,2,,
,22226 / SQJ-3711,978234,,2,,
,22227 / SQJ-3668,978230,,2,,
,22228 / SQJ-3663,978241,,2,,
,22229 / SQJ-3661,978235,,2,,
,22230 / SQJ-3658,978191,,2,,
,22231 / SQJ-3617,978210,,2,,
,22232 / SQJ-3683,978232,,2,,
,22233 / SQJ-3685,978214,,2,,
,22234 / SQJ-3709,978241,,2,,
,22235 / SQJ-3619,978187,,2,,
,22236 / SQJ-3672,978217,,2,,
,22237 / SQJ-3681,978230,,2,,
,22238 / SQJ-3687,978252,,2,,
,22239 / SQJ-3689,978229,,2,,
,22240 / SQJ-8,978240,,2,,
,22241 / SQJ-16,978244,,2,,
,22242 / SQJ-3643,978231,,2,,
,22243 / SQJ-3700,978350,,2,,
,22244 / PNG-3280,978547,,2,,
,22245 / PNG-67,978548,,2,,
,22246 / PNG-3578,978551,,2,,
,22247 / PNG-3282,978522,,2,,
,22248 / PNG-3283,978525,,2,,
,22249 / PNG-3707,978377,,2,,
,22250 / PNG-54,978376,,2,,
,22251 / PNG-3711,978391,,2,,
,22252 / PNG-3712,978392,,2,,
,22253 / PNG-4072,978382,,2,,
,22254 / PNG-76,978407,,2,,
,22255 / PS-269,978556,,2,,
,22256 / PNG-3181,978551,,2,,
,22257 / PNG-3179,978536,,2,,
,22258 / PNG-3733,978373,,2,,
,22259 / PS-414,978377,,2,,
,22260 / PS-411,978379,,2,,
,22261 / PNG-3621,978508,,2,,
,22262 / PNG-3233,978469,,2,,
,22263 / PNG-3232,978484,,2,,
,22264 / PNG-3625,978477,,2,,
,22265 / PNG-3235,978484,,2,,
,22266 / PNG-3026,978513,,2,,
,22267 / PNG-66,978554,,2,,
,22268 / PNG-3229,978564,,2,,
,22269 / PNG-3603,978565,,2,,
,22270 / PNG-3596,978568,,2,,
,22271 / PNG-3600,978567,,2,,
,22272 / PNG-65,978547,,2,,
,22273 / PNG-3236,978532,,2,,
,22274 / PNG-3630,978508,,2,,
,22275 / PS-517,978484,,2,,
,22276 / PNG-3613,978486,,2,,
,22277 / PS-519,978469,,2,,
,22278 / PNG-3292,978497,,2,,
,22279 / PNG-3291,978497,,2,,
,22280 / PNG-3121,978463,,2,,
,22281 / PNG-3627,978482,,2,,
,22282 / PS-518,978475,,2,,
,22283 / PNG-3316,978531,,2,,
,22284 / PNG-3543,978529,,2,,
,22285 / PNG-3537,978534,,2,,
,22286 / PNG-3307,978552,,2,,
,22287 / PNG-3311,978560,,2,,
,22288 / PNG-3313,978586,,2,,
,22289 / PS-498/BBM-43,978563,,2,,
,22290 / PNG-3312,978574,,2,,
,22291 / PNG-3315,978559,,2,,
,22292 / PNG-3547,978560,,2,,
,22293 / PS-507,978566,,2,,
,22294 / PNG-3032,978589,,2,,
,22295 / PNG-3293,978471,,2,,
,22296 / PNG-3290,978488,,2,,
,22297 / PNG-3287,978511,,2,,
,22298 / PNG-3275,978527,,2,,
,22299 / PNG-3288,978531,,2,,
,22300 / PS-341,978520,,2,,
,22301 / PS-509,978521,,2,,
,22302 / DVS-3286,978096,,2,,
,22303 / DVS-3343,978093,,2,,
,22304 / DVS-4039,978094,,2,,
,22305 / DVS-3345,978097,,2,,
,22306 / DVS-3348,978096,,2,,
,22307 / DVS-3590,978094,,2,,
,22308 / DVS-3599,978093,,2,,
,22309 / BM-17,978099,,2,,
,22310 / DVS-3267,978099,,2,,
,22311 / DVS-3292,978096,,2,,
,22312 / DVS-3293,978091,,2,,
,22313 / DVS-3500,978073,,2,,
,22314 / DVS-3289,978083,,2,,
,22315 / DVS-3558,978073,,2,,
,22316 / DVS-3557,978072,,2,,
,22317 / DVS-3545,978098,,2,,
,22318 / DVS-3576,978090,,2,,
,22319 / DVS-4557,978016,,2,,
,22320 / DVS-4549,978054,,2,,
,22321 / DVS-4550,977983,,2,,
,22322 / DVS-4554,978047,,2,,
,22323 / DVS-4547,978094,,2,,
,22324 / DVS-3198,978076,,2,,
,22325 / DVS-4568,978059,,2,,
,22326 / DVS-4531,978073,,2,,
,22327 / DVS-4041,978122,,2,,
,22328 / DVS-4533,978045,,2,,
,22329 / DVS-4544,978106,,2,,
,22330 / DVS-4541,978107,,2,,
,22331 / DVS-58,978095,,2,,
,22332 / DVS-4060,978080,,2,,
,22333 / DVS-3307,978069,,2,,
,22334 / DVS-5221,978081,,2,,
,22335 / DVS-3302,978079,,2,,
,22336 / DS-182,978085,,2,,
,22337 / BLLM-233,978093,,2,,
,22338 / DVS-4035,978099,,2,,
,22339 / DVS-68,978033,,2,,
,22340 / DS-156,978062,,2,,
,22341 / DS-158,978046,,2,,
,22342 / DVS-4611,978083,,2,,
,22343 / DVS-72,978031,,2,,
,22344 / DVS-71,978058,,2,,
,22345 / DVS-3336,978079,,2,,
,22346 / DVS-4617,978058,,2,,
,22347 / DVS-3606,978065,,2,,
,22348 / DVS-4615,978015,,2,,
,22349 / DVS-69,978028,,2,,
,22350 / DVS-4591,978058,,2,,
,22351 / DVS-4593,978049,,2,,
,22352 / DVS-4575,978054,,2,,
,22353 / DVS-4613,978028,,2,,
,22354 / DVS-5117,978002,,2,,
,22355 / DVS-4602,977978,,2,,
,22356 / DS-173,978066,,2,,
,22357 / ARB -1,978308,,2,,
,22358 / TGBM - 4A,978311,,2,,
,22360 / SRN - 3181,978306,,2,,
,22361 / SRN - 3175,978313,,2,,
,22362 / SRN - 3171,978313,,2,,
,22363 / SRN - 3144,978314,,2,,
,22364 / ARB - 2,978315,,2,,
,22365 / SRN - 3179,978311,,2,,
,22366 / SN - 1073,978312,,2,,
,22367 / ARB - 4,978310,,2,,
,22368 / ARB - 5,978308,,2,,
,22369 / SRN - 3630,978311,,2,,
,22370 / ARB - 6,978302,,2,,
,22371 / ARB -7,978307,,2,,
,22372 / SN - 1068,978313,,2,,
,22373 / ARB -8,978300,,2,,
,22374 / ARB-12,978293,,2,,
,22375 / SRN-3188,978300,,2,,
,22376 / SN-1042A,978307,,2,,
,22377 / SRN-3221,978307,,2,,
,22378 / SRN-3200,978309,,2,,
,22379 / SRN-99,978309,,2,,
,22380 / ARB-13,978313,,2,,
,22381 / SN-1017,978319,,2,,
,22382 / SN-3210,978324,,2,,
,22383 / BBM No. 71,978324,,2,,
,22384 / SRN-3206,978316,,2,,
,22385 / SRN-3208,978315,,2,,
,22386 / SRN-3203,978309,,2,,
,22387 / SRN-3191,978302,,2,,
,22388 / SN-1038,978283,,2,,
,22389 / DE195A,978252,,2,,
,22390 / DVE3074,978253,,2,,
,22391 / DVE3342,978276,,2,,
,22392 / DVE3324,978278,,2,,
,22393 / DE184A,978314,,2,,
,22394 / GPS18A,978298,,2,,
,22395 / IBM63,978305,,2,,
,22396 / GPS20,978280,,2,,
,22397 / DVE3025,978323,,2,,
,22398 / DVE3328,978318,,2,,
,22399 / DVE3335,978311,,2,,
,22400 / ARB14,978288,,2,,
,22401 / DVE3297,978267,,2,,
,22402 / DVE3354,978249,,2,,
,22403 / DVE-3370,978235,,2,,
,22404 / BMDE-218A,978161,,2,,
,22405 / DE-214,978180,,2,,
,22406 / DVE-3315,978204,,2,,
,22407 / MDO-04,978219,,2,,
,22408 / BMDE-201A,978230,,2,,
,22409 / DVE-3612,978242,,2,,
,22410 / DVE-42,978243,,2,,
,22411 / DVE-3087,978242,,2,,
,22412 / DVE-3086,978245,,2,,
,22413 / DVE-3304,978241,,2,,
,22414 / DVE-3364,978244,,2,,
,22415 / DVE-3221,978235,,2,,
,22416 / DVE3323,978243,,2,,
,22417 / BBM17,978248,,2,,
,22419 / DVA3608,978109,,2,,
,22420 / DVA3061,978110,,2,,
,22421 / DV224,978146,,2,,
,22422 / DV101,978130,,2,,
,22423 / DV87,978114,,2,,
,22424 / DV84,978107,,2,,
,22425 / DV82,978104,,2,,
,22426 / ARB23,978133,,2,,
,22427 / ARB24,978125,,2,,
,22428 / ARB25,978115,,2,,
,22429 / ARB26,978104,,2,,
,22430 / DV225,978103,,2,,
,22431 / DV228,978095,,2,,
,22432 / ARB27,978100,,2,,
,22433 / ARB28,978112,,2,,
,22434 / ARB-15,978114,,2,,
,22435 / DV-104,978107,,2,,
,22436 / ARB-16,978124,,2,,
,22437 / ARB-17,978131,,2,,
,22438 / ARB-18,978124,,2,,
,22439 / DVA-3106,978116,,2,,
,22440 / DVA-3110,978128,,2,,
,22441 / ARB-19,978113,,2,,
,22442 / ARB-20,978124,,2,,
,22443 / DVA-3099,978119,,2,,
,22444 / DV-244,978110,,2,,
,22445 / ARB-21,978111,,2,,
,22446 / ARB-22,978100,,2,,
,22447 / ARB-23,978091,,2,,
,22448 / MBM #4,978092,,2,,
,22449 / DV-111,0,,2,,
,22450 / CV-35,0,,2,,
,22451 / CV-31,978160,,2,,
,22452 / COV-4055 (BLLM-55),978162,,2,,
,22453 / COV-3119,978175,,2,,
,22454 / COV-3080,978166,,2,,
,22455 / ARB-30,978174,,2,,
,22456 / COV-3452,978165,,2,,
,22457 / COV-4036 (BLLM-36),978193,,2,,
,22458 / COV-3239,978179,,2,,
,22459 / COV-4031 (BLLM-31),978173,,2,,
,22460 / COV-4027 (BLLM-27),978177,,2,,
,22461 / COV-4005 (BLLM-05),978179,,2,,
,22462 / COV-4,978165,,2,TIM,
,22463 / COV-4026 (BLLM-26),978191,,2,,
,22464 / COV-4008 (BLLM-08),978191,,2,,
,22465 / COV-3108,978168,,2,,
,22466 / CO-177,978193,,2,,
,22467 / CO-179,978179,,2,,
,22468 / ARB29,978170,,2,,
,22469 / COV-4051/BLLM51,978121,,2,,
,22470 / COV-4042/BLLM42,978153,,2,,
,22471 / COV-4037/BLLM37,978179,,2,,
,22472 / COV-26,978184,,2,,
,22473 / COV-4012/BLLM12,978192,,2,,
,22474 / COV-4009/BLLM9,978200,,2,,
,22475 / COV-4021/BLLM21,978209,,2,,
,22476 / COV-4014/BLLM14,978188,,2,,
,22477 / COV-4045 (BLLM-45),978134,,2,,
,22478 / COV-3026,978138,,2,,
,22479 / COV-3032,978131,,2,,
,22480 / PS-652,978417,,2,,
,22481 / PNG-3002,978416,,2,,
,22482 / PNG-3765,978408,,2,,
,22483 / PNG-3767,978422,,2,,
,22484 / PNG-3001,978415,,2,,
,22485 / PS-624,978423,,2,,
,22486 / PNG-3086,978418,,2,,
,22487 / UMINGAN-2,978421,,2,,
,22488 / PNG-3087,978398,,2,,
,22489 / PNG-3763,978408,,2,,
,22490 / BLLM-108,978387,,2,,
,22491 / PNG-3084,978391,,2,,
,22492 / ARB-41,978391,,2,,
,22493 / PNG-49,978389,,2,,
,22494 / PNG-3720,978382,,2,,
,22495 / PS-610,978380,,2,,
,22496 / PNG-4000,978376,,2,,
,22497 / ARB-42,978373,,2,,
,22498 / ARB-43,978376,,2,,
,22499 / PNG-5001(BLLM-1),978373,,2,,
,22500 / PNG-3830(MBM No. 11),978375,,2,,
,22501 / PNG-4024(BBM-26),978374,,2,,
,22502 / PNG-3016,978378,,2,,
,22503 / PNG-3976,978375,,2,,
,22504 / PNG-4692,978374,,2,,
,22505 / PNG-4689,978374,,2,,
,22506 / PNG-4687,978374,,2,,
,22507 / ARB-44,978375,,2,,
,22508 / BLLM No. 6,978376,,2,,
,22509 / ARB-45,978378,,2,,
,22510 / ARB-46,978380,,2,,
,22511 / ARB-47,978394,,2,,
,22512 / PNG-3713,978382,,2,,
,22513 / PS-597,978386,,2,,
,22514 / PNG-3017,978393,,2,,
,22515 / PNG-3018,978400,,2,,
,22516 / PNG-3644,978416,,2,,
,22517 / ARB-48,978426,,2,,
,22518 / ARB-49,978408,,2,,
,22519 / PNG-3261,978396,,2,,
,22520 / PNG-3265,978416,,2,,
,22521 / PNG-3021,978452,,2,,
,22522 / PNG-4016(BBM-16),978444,,2,,
,22523 / PNG-3255,978448,,2,,
,22524 / ARB-50,978461,,2,,
,22525 / PNG-3251,978474,,2,,
,22526 / PNG-3642,978446,,2,,
,22527 / PNG-3660,978436,,2,,
,22528 / PNG-3240,978473,,2,,
,22529 / PNG-3634,978474,,2,,
,22530 / BLLM No. 34,978510,,2,,
,22531 / PNG-3217,978534,,2,,
,22532 / PNG-3219,978513,,2,,
,22533 / PNG-3003,978432,,2,,
,22534 / PNG-3750,978420,,2,,
,22535 / ARB-31,978440,,2,,
,22536 / PNG-3747,978419,,2,,
,22537 / PNG-3745,978390,,2,,
,22538 / PNG-3743,978394,,2,,
,22539 / PNG-4051,978378,,2,,
,22540 / PNG-3697,978379,,2,,
,22541 / PNG-3737,978374,,2,,
,22542 / PNG-3046,978373,,2,,
,22543 / PNG-3102,978385,,2,,
,22544 / PNG-3693,978387,,2,,
,22545 / BBM CAD 113,978390,,2,,
,22546 / PNG-3048,978399,,2,,
,22547 / PNG-3683,978395,,2,,
,22548 / PNG-3050,978399,,2,,
,22549 / PS-445,978393,,2,,
,22550 / PNG-3687,978397,,2,,
