STATION_NAME,ELEVATION_(M),DATUM,REFERENCE_TIDE_STATION,TIDAL_SERIES,Std_Dev_(+/-),ACCURACY_CLASS,ORDER_OF_ACCURACY,YEAR_SURVEYED,FIXING_METHOD,YEAR_COMPUTED_x,ENCODER,DATE_UPDATED,REFERENCE_FILE,ISLAND_GROUP,REGION,PROVINCE,CITY_or_MUNICIPALITY,BARANGAY,YEAR_ESTABLISHED,LATITUDE,LONGITUDE,DESCRIPTION,YEAR_COMPUTED_y
CP-336,39.125647,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.0786,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 11:01:19 AM,,VISAYAS,REGION VI,CAPIZ,DUMALAG,DOLORES,2007.0,11.290587,122.613911,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-336;2007;NAMRIA CP -336 is on top of rip-rap,4 m. NW from highway centerline,about 25 m. NE of Glice store and approximately 450 m. NE of KM post 87. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-337,71.396073,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.078589,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 9:08:08 AM,,VISAYAS,REGION VI,CAPIZ,DUMALAG,DOLORES,2007.0,11.284349,122.608536,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-337;2007;NAMRIA Bm CP -337 is located on top of concrete canal,5 m. NE from highway centerline,300 m. north of waiting shed and about 500 m. south of KM post 87. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-338 (CPZ-3173),27.60459,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.078539,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 9:08:25 AM,,VISAYAS,REGION VI,CAPIZ,DUMALAG,DOLORES,2007.0,11.277708,122.597857,"Mark is the head of a 4"" copper nail set in a drilled hole and centered on a cement putty 25 x 25 cm. with inscription ""CPZ-3137;2007;NAMRIA From roxas city ,travel southwestward to the municipality of Dumalag.Then from the town proper,proceed to brgy. Dolores for about 4.8 km,along Dumalag-Tapaz national road.The station is located on the first approach left side of Malitbog bridge. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-339,28.189102,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.078496,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 9:08:49 AM,,VISAYAS,REGION VI,CAPIZ,DUMALAG,DURAN,2007.0,11.270098,122.595926,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-339;2007;NAMRIA Bm CP -339 is located on the first landing concrete stair leading to Sario store,4 m. from highway centerline and about 500 m. Northeast of Km post 83. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-340,36.958598,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.078428,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 9:09:14 AM,,VISAYAS,REGION VI,CAPIZ,DUMALAG,DURAN,2007.0,11.26198,122.59166,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-340;2007;NAMRIA Bm CP -340 is located on the east edge of Fallara residence driveway,3.20 m. NW from highway centerline,3 m. east of gate and about 450 m. SW of KM post 83. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-341,56.609972,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.078348,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 9:09:26 AM,,VISAYAS,REGION VI,CAPIZ,DUMALAG,DURAN,2007.0,11.260357,122.583415,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-341;2007;NAMRIA Bm CP -341 is located on top of concrete canal,4.50 m. from highway centerline ,5 m. SE of the gate and about 400 m. NW of KM post 82. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-342,57.315824,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.078275,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 9:09:37 AM,,VISAYAS,REGION VI,CAPIZ,TAPAZ,BAG-ONG BARRIO,2007.0,11.25901,122.576745,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-342;2007;NAMRIA Bm CP -342 is located on top of the NE edge of the road slope retaining wall,8 m. SE from highway centerline,25 m. NE of the waiting shed beside the road to brgy. Petronela and about 300 m. SW of Km post 81. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-343,64.183959,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.07799,1-Decimeter,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 9:09:50 AM,,VISAYAS,REGION VI,CAPIZ,TAPAZ,SWITCH,2007.0,11.25151,122.563987,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-343;2007;NAMRIA Bm CP -343 is located on top of the retaining wall,4 m. SE from the highway centerline and about 200 m. NE of KM post 78. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-344,61.600792,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.077859,1-Decimeter,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 9:10:43 AM,,VISAYAS,REGION VI,CAPIZ,TAPAZ,SWITCH,2007.0,11.251196,122.557028,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-344;2007;NAMRIA Bm CP -344 is located on top of retaining wall,4.50 SE from highway centerline and about 350 m. SW of rotonda. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-345,68.724615,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.077932,1-Decimeter,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 9:10:55 AM,,VISAYAS,REGION VI,CAPIZ,TAPAZ,SWITCH,2007.0,11.242361,122.557306,"Mark is the head of a 4"" copper nail set Flushed and centered on a cement putty 15 x 15 cm. with inscription ""CP-345;2007;NAMRIA Bm CP -345 is located on top of R.C pipe culvert headwall,4.50 m. south from highway centerline 45 m. SW of the church and about 300 m. SW of KM post 77. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-346,92.202069,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.078286,1-Decimeter,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 9:11:06 AM,,VISAYAS,REGION VI,CAPIZ,TAPAZ,TAFT,2007.0,11.22202,122.542884,"Mark is the head of a 4"" copper nail set flushed and centered on a cement putty 15 x 15 cm. with inscription ""CP-346;2007;NAMRIA Bm CP -346 is located on top of open canal,4.50 m. NW from the highway centerline ,about 82 m. SW of Dodong store and 80 m. SW of the junction to Brgy. San Francisco. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-347,79.064125,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.078398,1-Decimeter,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 9:11:55 AM,,VISAYAS,REGION VI,CAPIZ,TAPAZ,TAFT,2007.0,11.212398,122.539774,"Mark is the head of a 4"" copper nail set flushed and centered on a cement putty 15 x 15 cm. with inscription ""CP-347;2007;NAMRIA Bm CP -347 is located on top of brgy Taft welcome sign concrete foundation,13 m. NW from highway centerline and about 20 m. NE of the junction to brgy. San Miguel. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-348,60.328924,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.078486,1-Decimeter,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 9:12:06 AM,,VISAYAS,REGION VI,CAPIZ,TAPAZ,MALITBOG,2007.0,11.203304,122.538207,"Mark is the head of a 4"" copper nail set flushed and centered on a cement putty 15 x 15 cm. with inscription ""CP-348;2007;NAMRIA Bm CP -348 is located on top of R.C. pipe culvert headwall,4.50 m. east from high way centerline,about 200 m.NE of the junction to brgy. Proper and 250 m. NE of KM post 71.NE of Km post 71 Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-349,61.732154,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.078558,1-Decimeter,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 9:12:18 AM,,VISAYAS,REGION VI,CAPIZ,TAPAZ,MALITBOG,2007.0,11.197735,122.530431,"Mark is the head of a 4"" copper nail set flushed and centered on a cement putty 15 x 15 cm. with inscription ""CP-349;2007;NAMRIA Bm CP -349 is located on top of R.C. pipe culvert headwall ,6 m. SE from highway centerline ,about 110 m. NE of Km post 70 and 60 m. NE of Cerras Welding shop. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-360 (SAPI-AN),31.928966,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.079513,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 10:29:24 AM,,VISAYAS,REGION VI,CAPIZ,SAPI-AN,POBLACION,2007.0,11.496668,122.592639,"Mark is the head of a 4"" copper nail set flushed and centered on a cement putty 15 cm x 15 cm with inscription ""CP -360;2007; NAMRIA"" BM CP 360 is located on top of the west edge of the south wingwall of RC. pipe culvert ,5 m south from high way centerline,about 65 m. NE of the Basketball court and 52 m east of Km post 333. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-362 (SAPI-AN) ,36.134068,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.079881,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 9:06:44 AM,,VISAYAS,REGION VI,CAPIZ,SAPI-AN,MANINANG,2007.0,11.482661,122.577832,"CP-362 is located on top of the center of the SE wingwall of the R.C. pipe culvert headwall, 5 meters SE from the highway centerline, 15 meters SW of Villarama Residence and about 550 meters E of KM. Post 330. Station mark is the head of 4"" copper nail set flushed and centered on a cement putty 15 x 15 cm. with inscriptions ""CP-362; 2007; NAMRIA."" Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CPZ-3016,21.450235,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.076454,,1st Order,2007,Differential Leveling,2015,Joel Panes Jr.,12/22/2015 2:14:14 PM,,VISAYAS,REGION VI,CAPIZ,MAMBUSAO,BUNGA,2007.0,11.4153611111111,122.559527777778,"CPZ-3016 is located at the right side of the road leading to municipality of Jamindan, 5.0m from the road centerline and about 150m NW from Caidquid Bridge. Mark is the head of 4"" copper nail set flushed & centered on top of a concrete monument 0.25 x 0.25 m. with inscriptions ""CPZ-3016; 2007; LMS-6"".",2015.0
CPZ-3119,66.199254,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.080343,,1st Order,2007,Differential Leveling,2015,Joel Panes Jr.,2016-07-01 08:38:06,,VISAYAS,REGION VI,CAPIZ,DUMARAO,DACUTON,2007.0,11.2331111111111,122.760583333333,"CPZ-3119 is located beside the SE approach NE wing of Badbaranan Bridge Railing Pedestal. It is 4.0m NE from Centerline of the road leading to Dumarao Town Proper and about 7.0m NE from KM Post 84. Mark is the head of 4"" copper nail set flushed & centered on top of a concrete monument 0.25 x 0.25 m. with inscriptions ""CPZ-3119; 2007; LMS-6"".",2015.0
IL (J-1) (LA PAZ),5.885854,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.079026,1-Decimeter,1st Order,1959,Differential Leveling,2015,Aila Leana Sampana,08/26/2022 10:09:04 AM,,VISAYAS,REGION VI,ILOILO,CITY OF ILOILO,CALUBIHAN,1959.0,10.719306,122.552288,"BM J-1 Is in the City of Iloilo, in the district of La Paz, at the public plaza; at the all concrete concert stand, on the NW stairs leading up to the stage; on the second step, and just beside a concrete flower bed. Mark is standard PC&GS brass disc set flush with concrete. It is 6.0 m. NW of the centerline of the structure.",2015.0
IL-641,110.097185,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.079738,1-Decimeter,1st Order,2008,Differential Leveling,2015,Dexter Alamar,2018-04-01 13:21:44,,VISAYAS,REGION VI,ILOILO,SAN RAFAEL,POBLACION,2008.0,11.184195556,122.814849444,"Mark is the head of a 4"" copper nail set flushed & centered on top of a concrete monument 0.25 x 0.25 m. with inscriptions ""BM IL-641; 2008; NAMRIA"". BM IL-641 is located beside the road leading to the Municipality of Dumarao, 8.0 m. SW of road centerline, 25 m. NE from Barreda residence and about 1.0 km. from the junction road going to San Rafael Town Proper and Passi City.",2015.0
IL-642,119.579322,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.079738,1-Decimeter,1st Order,2008,Differential Leveling,2015,Dexter Alamar,2018-04-01 13:23:12,,VISAYAS,REGION VI,ILOILO,SAN RAFAEL,POBLACION,2008.0,11.190441667,122.809822778,"Mark is the head of a 4"" copper nail set flushed & centered on top of a concrete monument 0.25 x 0.25 m. with inscriptions ""BM IL-642; 2008; NAMRIA"". BM IL-642 is located beside the concrete flooring of a waiting shed, 12 m. SW of road centerline leading to the Municipality of Dumarao, 40 m. SE from Km. Post 96 and about 40 m. SE from the Municipality of San Rafael and Municipality of Dumarao Boundary Markers.",2015.0
IL-971 (L-13),6.437449,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.080265,1-Decimeter,1st Order,1959,Differential Leveling,2015,Dexter Alamar,2022-06-12 10:51:14,,VISAYAS,REGION VI,ILOILO,LEGANES,POBLACION,1959.0,10.7881305555556,122.589919444444,"L-13 is in Leganes Town proper, along the East Coast National Highway at Km. 11.173 along the concrete driveway leading to the Gen. Arts and Shop Bldg of the Leganes Elementary School 5.1m NW of the said highway centerline 4.14m NE of the driveway centerline about 0.05m SEedge of the concrete gate pedestal flushed with the ground. Mark is 1/2"" dia. brass rod embedded on the top of the driveway, unstamped; with inscription ""PC&GS; L-13; 1959"" on the neat cement surrounding the mark.",2017.0
LO-17 (LE-157),5.8332,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.057376,1-Decimeter,1st Order,2012,Differential Leveling,2012,Aila Leana Sampana,2022-05-08 14:48:00,,MINDANAO,BARMM,LANAO DEL SUR,PICONG,LIANGAN,2012.0,7.684972222,123.9345278,"LE-157 is in the Province of Lanao Del Sur, Municipality of Picong, Brgy. Liangan. Station is located at the right side of the National Hi-way going to Cotabato City and set on parapet of the first approach of the Liangan Bridge. Mark is the head of a copper nail set and centered on a 10 cm x 10 cm cement putty with inscriptions ""LE-157, 2012, NAMRIA.""",2012.0
LO-18 (LE-158),4.1106,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.057663,1-Decimeter,1st Order,2012,Differential Leveling,2012,Aila Leana Sampana,2022-05-08 14:49:00,,MINDANAO,BARMM,LANAO DEL SUR,PICONG,LIANGAN,2012.0,7.681333333,123.9443056,"LE-158 is in the Province of Lanao Del Sur, Municipality of Picong, Brgy. Liangan. Station is located at the left side of the National Hi-way going to Cotabato City and set on the base of basketball ring. . Mark is the head of a copper nail set and centered on a 10 cm x 10 cm cement putty with inscriptions ""LE-158, 2012, NAMRIA.""",2012.0
LO-21 (LE-161),4.7648,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.05839,1-Decimeter,1st Order,2012,Differential Leveling,2012,Aila Leana Sampana,2022-05-08 14:51:00,,MINDANAO,BARMM,LANAO DEL SUR,PICONG,MALADIG,2012.0,7.669833333,123.9683611,"LE-161 is in the Province of Lanao Del Sur, Municipality of Picong, Brgy. Maladig. Station is located the right side of the National Hi-way going to Cotabato City and set on the top RCPC headwall for about 160 meters northeast of Picong Town Hall. Mark is the head of a copper nail set and centered on a 10 cm x 10 cm cement putty with inscriptions ""LE-161, 2012, NAMRIA.""",2012.0
LO-24 (LE-164),28.5478,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.059059,1-Decimeter,1st Order,2012,Differential Leveling,2012,Aila Leana Sampana,2022-05-08 14:54:00,,MINDANAO,BARMM,LANAO DEL SUR,PICONG,DURIAN,2012.0,7.66775,123.987,"LE-164 is in the Province of Lanao Del Sur, Municipality of Picong, Brgy. Durian. Station is located at the left side of the National Hi-way gping to Cotabato City and set on the top of parapet wall near the guardrail for about 355 meters northeast of Al Hamlan National High School. Mark is the head of a copper nail set and centered on a 10 cm x 10 cm cement putty with inscriptions ""LE-164, 2012, NAMRIA.""",2012.0
LO-26 (LE-166),93.5822,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.059474,1-Decimeter,1st Order,2012,Differential Leveling,2012,Aila Leana Sampana,2022-05-08 14:54:00,,MINDANAO,BARMM,LANAO DEL SUR,PICONG,RAMITAN,2012.0,7.656916667,123.9943889,"LE-166 is in the Province of Lanao Del Sur, Municipality of Picong, Brgy. Ramitan. Station is located at the left side of the National Hi-way gping to Cotabato City and set on the top of concrete canal for about 230 meters north of United Bangsamoro Justice Party municipal headquarter. Mark is the head of a copper nail set and centered on a 10 cm x 10 cm cement putty with inscriptions ""LE-166, 2012, NAMRIA.""",2012.0
